iter	MultiClass
212	0.7381970494
213	0.7379277153
214	0.7376349313
215	0.7374370465
216	0.7371311648
217	0.7368917038
218	0.7365378168
219	0.7363203416
220	0.7361315391
221	0.7357556622
222	0.7354169821
223	0.7350645149
224	0.7346617769
225	0.7342392102
226	0.7338112025
227	0.7335564173
228	0.7331901432
229	0.7327993524
230	0.7325463688
231	0.7323563809
232	0.7321739165
233	0.7318161775
234	0.7316899407
235	0.7312660017
236	0.7309461843
237	0.7306173321
238	0.7303967035
239	0.7300480962
240	0.7298096289
241	0.7295524964
242	0.7291918889
243	0.7288815785
244	0.7283764409
245	0.727903671
246	0.7277222028
247	0.7274316162
248	0.7272628759
249	0.7269696521
250	0.72682863
251	0.7266607262
252	0.7265242608
253	0.7263879769
254	0.7259094968
255	0.7255489216
256	0.7251475349
257	0.7249122639
258	0.7245437566
259	0.7240691003
260	0.7237044844
261	0.7230877532
262	0.722906074
263	0.7225775028
264	0.7223154238
265	0.722110929
266	0.7218489549
267	0.7217059961
268	0.721475813
269	0.7211121091
270	0.7208980978
271	0.720661496
272	0.7204793678
273	0.7202118297
274	0.7198987785
275	0.7196883022
276	0.719445765
277	0.719123348
278	0.7188320703
279	0.718589518
280	0.7180854351
281	0.7178906422
282	0.7175686944
283	0.7173602832
284	0.7170910447
285	0.7167962457
286	0.7165506807
287	0.7163233918
288	0.7161384484
289	0.7159691872
290	0.7157668136
291	0.7156586825
292	0.7154245246
293	0.7153252362
294	0.7149867607
295	0.7148609872
296	0.7146890249
297	0.7143579863
298	0.7141760595
299	0.713869301
300	0.7136042022
301	0.7132933859
302	0.7129817959
303	0.712695744
304	0.7123440809
305	0.7121152064
306	0.7117640501
307	0.7115618702
308	0.7113454034
309	0.7112777286
310	0.7110743154
311	0.7108204441
312	0.7106496989
313	0.7106124811
314	0.7101863559
315	0.7097726019
316	0.709301199
317	0.7089411856
318	0.7084301364
319	0.7082183145
320	0.7080960593
321	0.7077169414
322	0.7074519257
323	0.7071574345
324	0.706820486
325	0.706319044
326	0.7060301061
327	0.7056533814
328	0.7051669347
329	0.7049713327
330	0.704677515
331	0.7044143319
332	0.7041867722
333	0.7040038618
334	0.7038325167
335	0.7034273201
336	0.7032346157
337	0.7030133082
338	0.7029290138
339	0.7027690529
340	0.70247299
341	0.7022556033
342	0.7018721634
343	0.7015900413
344	0.7012675817
345	0.7011212672
346	0.7009255292
347	0.7006567412
348	0.700500111
349	0.6999580254
350	0.699522091
351	0.6992048756
352	0.6990858573
353	0.6989085516
354	0.6987175573
355	0.6983892964
356	0.6981825758
357	0.698000201
358	0.6977250175
359	0.6974890621
360	0.6972921209
361	0.6969625091
362	0.6967018629
363	0.6965099663
364	0.6962202139
365	0.6959264632
366	0.6956006954
367	0.6954624784
368	0.695067733
369	0.6945552615
370	0.694199894
371	0.6940149618
372	0.6938689793
373	0.6937326931
374	0.6934410204
375	0.6932559013
376	0.6930103856
377	0.6927756925
378	0.692376159
379	0.6921253537
380	0.6919491654
381	0.6915961429
382	0.6915260789
383	0.69124341
384	0.6909105487
385	0.6905519416
386	0.6904234884
387	0.6901012013
388	0.6899688964
389	0.6899162038
390	0.6897793627
391	0.6897095958
392	0.6892385271
393	0.689074331
394	0.6886929998
395	0.6885140474
396	0.6882451561
397	0.6881245802
398	0.6879372555
399	0.6878580524
400	0.6877533462
401	0.6875554695
402	0.687129859
403	0.6868781936
404	0.6867568799
405	0.6866355428
406	0.6865139868
407	0.6862484598
408	0.6861131136
409	0.6857518942
410	0.6856716999
411	0.6854297685
412	0.6851133137
413	0.6848752638
414	0.6847941297
415	0.6846647944
416	0.6843661163
417	0.6841644568
418	0.6839469716
419	0.683714757
420	0.6834939362
421	0.6832657817
422	0.6830405946
423	0.6828805458
424	0.6824774627
425	0.6823549806
426	0.6822376079
427	0.6820209152
428	0.681730445
429	0.6814175869
430	0.6811568958
431	0.6807031847
432	0.6805273962
433	0.6803304413
434	0.6801940005
435	0.6798925067
436	0.6797438484
437	0.6795041865
438	0.6792991489
439	0.6791506075
440	0.6788205599
441	0.6785868854
442	0.6784660101
443	0.6782214944
444	0.6781166449
445	0.6779314327
446	0.6777418674
447	0.6776082071
448	0.6774349565
449	0.67719736
450	0.6770701645
451	0.6769215791
452	0.6765836388
453	0.6764934582
454	0.6761926207
455	0.6760904492
456	0.6758669829
457	0.6756470366
458	0.6752533274
459	0.6750248055
460	0.6747752622
461	0.6744438878
462	0.6741540563
463	0.6738204657
464	0.6736558758
465	0.6734893433
466	0.6733441116
467	0.6732157479
468	0.6731017756
469	0.6728997686
470	0.6728002408
471	0.6724993591
472	0.6723131757
473	0.6721789213
474	0.6720126807
475	0.6718104265
476	0.6716344013
477	0.6714785853
478	0.6713353751
479	0.6711325841
480	0.6710394041
481	0.6705740684
482	0.6702882223
483	0.6699931534
484	0.6696265911
485	0.6694299557
486	0.6691941753
487	0.6689794001
488	0.6688142837
489	0.6686521277
490	0.6684255674
491	0.6681952313
492	0.6680311031
493	0.6677665448
494	0.6676018331
495	0.6673408192
496	0.6672052037
497	0.6668837228
498	0.6667867298
499	0.6665412236
500	0.6663504104
501	0.665837069
502	0.665553869
503	0.6654582791
504	0.6653099463
505	0.6651999071
506	0.6650593732
507	0.6647872421
508	0.6647185845
509	0.664461371
510	0.6643643346
511	0.6642731711
512	0.6640723124
513	0.6638743015
514	0.6637642875
515	0.6635321648
516	0.6633881211
517	0.6631448602
518	0.6629637109
519	0.6627155558
520	0.6625633344
521	0.6622689138
522	0.6620590262
523	0.6617028582
524	0.6615307242
525	0.6613011132
526	0.6611562991
527	0.6606748103
528	0.6602870964
529	0.6601698075
530	0.6597770043
531	0.659602572
532	0.6594676581
533	0.6592287512
534	0.6590479706
535	0.6587607605
536	0.6585285691
537	0.6582669787
538	0.658116613
539	0.6578973549
540	0.6578571882
541	0.6577710927
542	0.6576416392
543	0.6573830045
544	0.6571192124
545	0.6569217831
546	0.656790658
547	0.6563739773
548	0.6563253779
549	0.6561360638
550	0.6558599952
551	0.6556945414
552	0.6555951383
553	0.655454257
554	0.6551512646
555	0.6549471832
556	0.6547887501
557	0.6544723807
558	0.6542520369
559	0.6540856041
560	0.6540315361
561	0.6538742659
562	0.6536576117
563	0.6535662507
564	0.6532426581
565	0.6529422432
566	0.6528616285
567	0.6526364932
568	0.652361211
569	0.6521082365
570	0.6518967945
571	0.6517690138
572	0.6516562593
573	0.6515659547
574	0.6514753623
575	0.6512310044
576	0.6511110923
577	0.650889403
578	0.6506108378
579	0.6502880859
580	0.6499724421
581	0.6497462976
582	0.6495860358
583	0.649477611
584	0.6493573493
585	0.6490160136
586	0.648734369
587	0.648618609
588	0.648427504
589	0.6481412781
590	0.6478838609
591	0.6477968181
592	0.6476356206
593	0.6475874097
594	0.6473900177
595	0.6473441244
596	0.6468495471
597	0.6465854441
598	0.6464509889
599	0.6462577779
600	0.6459412344
601	0.6457481902
602	0.6455988102
603	0.6454369157
604	0.6450469829
605	0.6448102203
606	0.6447525052
607	0.6446350431
608	0.6445035237
609	0.6444293095
610	0.6442509589
611	0.643905099
612	0.6436958369
613	0.6434195713
614	0.643137546
615	0.6430466539
616	0.6428673335
617	0.6426923349
618	0.6424907879
619	0.6422983357
620	0.6420236427
621	0.6418759285
622	0.6416320934
623	0.6414672527
624	0.6413744103
625	0.6411845648
626	0.6409981182
627	0.6407937986
628	0.6406443768
629	0.6403998512
630	0.6400891054
631	0.639970659
632	0.6398055231
633	0.6396598191
634	0.6394738215
635	0.6392869139
636	0.6390409277
637	0.6388966522
638	0.6387580729
639	0.6385942634
640	0.6383353359
641	0.6381878426
642	0.6380026537
643	0.6378823371
644	0.6376607603
645	0.6374625212
646	0.637170273
647	0.6370506711
648	0.6368940854
649	0.6366774135
650	0.6364523475
651	0.6363279919
652	0.6362152466
653	0.6361062295
654	0.6359393108
655	0.6358762432
656	0.6357842738
657	0.6356179859
658	0.6355012861
659	0.6352788039
660	0.6350374786
661	0.6349198232
662	0.6347359346
663	0.6345043243
664	0.6341832041
665	0.6339102946
666	0.6336278184
667	0.6335577543
668	0.633344831
669	0.6332164785
670	0.6330747328
671	0.6328842668
672	0.6327234794
673	0.6325450362
674	0.6322542307
675	0.6321188025
676	0.6319617907
677	0.6317423064
678	0.631538273
679	0.6313877892
680	0.6312921959
681	0.6311553156
682	0.6309756875
683	0.6308681381
684	0.6307451623
685	0.6305867601
686	0.6303892602
687	0.6301266217
688	0.629992907
689	0.6298673536
690	0.629702465
691	0.629477323
692	0.6293037834
693	0.629148408
694	0.6290651812
695	0.6288492141
696	0.628685119
697	0.6284994153
698	0.6283075559
699	0.6282028586
700	0.627924035
701	0.6277039092
702	0.6275730358
703	0.6273619356
704	0.627284867
705	0.627115131
706	0.6269748345
707	0.6267681042
708	0.6266530147
709	0.6264616343
710	0.6262854251
711	0.6261269556
712	0.6258945139
713	0.6258066539
714	0.6257287728
715	0.6256089492
716	0.6254842648
717	0.6253606212
718	0.6252792085
719	0.6252421154
720	0.6251475795
721	0.6249863009
722	0.6246607285
723	0.6244394305
724	0.6242365432
725	0.624124312
726	0.6240070876
727	0.6238032689
728	0.6235984569
729	0.6234237645
730	0.62333206
731	0.6230984657
732	0.6229997272
733	0.6227926887
734	0.622684071
735	0.6225865599
736	0.6224958237
737	0.6222709028
738	0.6221251197
739	0.6219800662
740	0.6218459103
741	0.6216433241
742	0.6213398351
743	0.6212332181
744	0.6211233747
745	0.6209409579
746	0.6208811708
747	0.62080488
748	0.6204754919
749	0.6202293027
750	0.6200263022
751	0.61981626
752	0.6196805227
753	0.6195317175
754	0.6193843173
755	0.6192416256
756	0.6189780102
757	0.6187921849
758	0.6186013207
759	0.6185067106
760	0.6183249416
761	0.6181978411
762	0.6180918406
763	0.6179781591
764	0.6178454413
765	0.6175762915
766	0.6174557538
767	0.6172276433
768	0.6171055163
769	0.6167601934
770	0.6164825249
771	0.616329452
772	0.6161351164
773	0.6158816082
774	0.6157022515
775	0.6154153856
776	0.6152645694
777	0.6151266184
778	0.6150282426
779	0.6149559358
780	0.614870041
781	0.6147161922
782	0.6145518391
783	0.6143764602
784	0.6142362902
785	0.6140867402
786	0.6139619355
787	0.6137419619
788	0.6135924064
789	0.6135309706
790	0.6133923871
791	0.6133090711
792	0.6131394102
793	0.6128208833
794	0.6127430268
795	0.6126426168
796	0.6124859351
797	0.6124390761
798	0.6122297266
799	0.6119660375
800	0.6117729597
801	0.6115907723
802	0.6115128094
803	0.6113964136
804	0.6112725329
805	0.611145407
806	0.611060846
807	0.6110365649
808	0.6108942551
809	0.6107268837
810	0.610580945
811	0.6104740476
812	0.6103404477
813	0.6102195298
814	0.6100496984
815	0.609940938
816	0.6098391923
817	0.6096850337
818	0.6095084385
819	0.6094101122
820	0.6092071803
821	0.6091277099
822	0.6089312321
823	0.6087571768
824	0.6084841476
825	0.6083486933
826	0.6080833853
827	0.6079846641
828	0.6078150688
829	0.6076439849
830	0.6075139223
831	0.6073455528
832	0.60714822
833	0.6070357976
834	0.6067952855
835	0.6066418013
836	0.6064154774
837	0.6063074002
838	0.6061056457
839	0.6059224589
840	0.6056906524
841	0.6055873499
842	0.6053775797
843	0.6052790654
844	0.6050791372
845	0.6049345356
846	0.6048254118
847	0.604758817
848	0.6046477196
849	0.6044097604
850	0.604237731
851	0.6041573906
852	0.6039853618
853	0.6039295239
854	0.6038174819
855	0.6035198384
856	0.6033398358
857	0.6031347269
858	0.6029205659
859	0.6027315226
860	0.6025182479
861	0.6024122116
862	0.6023261052
863	0.6021374609
864	0.6019753405
865	0.6019248123
866	0.6018141809
867	0.6017415459
868	0.6016930484
869	0.6015327048
870	0.6013458476
871	0.6011660198
872	0.6009534149
873	0.6006956904
874	0.6005374189
875	0.6003790555
876	0.600280604
877	0.6001138733
878	0.5999627387
879	0.5999039475
880	0.5998239371
881	0.5996499035
882	0.5995012801
883	0.5993782271
884	0.5993260958
885	0.5991817732
886	0.5991276772
887	0.5989788004
888	0.5988975932
889	0.5986949298
890	0.5985108677
891	0.5983521762
892	0.5982043247
893	0.5980994074
894	0.5978588795
895	0.597538013
896	0.5974379698
897	0.5973744618
898	0.5971094998
899	0.5970341053
900	0.596902832
901	0.5966902907
902	0.5965059318
903	0.5964684294
904	0.5962837381
905	0.5962265363
906	0.5960269878
907	0.5958964802
908	0.5957345603
909	0.5956267605
910	0.5955795739
911	0.5954785972
912	0.5954053864
913	0.5952141656
914	0.595054691
915	0.5947876715
916	0.5946926673
917	0.5946237857
918	0.5945209849
919	0.5944001152
920	0.5942956164
921	0.5940796315
922	0.5940040949
923	0.593873207
924	0.5936535125
925	0.5935033426
926	0.5934078275
927	0.5933143484
928	0.5931058352
929	0.5930500225
930	0.5929002947
931	0.5928057866
932	0.5925984632
933	0.5924838263
934	0.5923405867
935	0.5920119043
936	0.5918705399
937	0.5917014092
938	0.5915469608
939	0.5914312269
940	0.591179172
941	0.5910313832
942	0.590977624
943	0.5907978941
944	0.5906601365
945	0.5905112245
946	0.5903817856
947	0.5902511916
948	0.5900703446
949	0.5898943326
950	0.5897533954
951	0.5896763832
952	0.5894644274
953	0.5893492754
954	0.5892022426
955	0.5890144298
956	0.5888176289
957	0.5887064534
958	0.5886478579
959	0.5884939786
960	0.5883740458
961	0.5882570816
962	0.5881882567
963	0.588008813
964	0.5878048925
965	0.587737307
966	0.587632892
967	0.5874279176
968	0.5873258224
969	0.5871893235
970	0.587095963
971	0.5869408466
972	0.5867967109
973	0.5867182739
974	0.5864940955
975	0.5863615159
976	0.5861982325
977	0.5861065638
978	0.5858994661
979	0.5858106772
980	0.5857218882
981	0.5856289007
982	0.5854799105
983	0.5853188169
984	0.5851235117
985	0.5850028354
986	0.5848953324
987	0.5847282138
988	0.5846547795
989	0.5844997705
990	0.5844108548
991	0.5842897808
992	0.5842490413
993	0.5841013997
994	0.5839312529
995	0.5838210895
996	0.5837454608
997	0.5836816478
998	0.583545884
999	0.5833697433
